1.63432	-2.678474	1
9.869344	2.921295	0
4.99494	8.375485	0
7.375258	7.513828	0
9.198513	-8.537328	0
-5.366614	7.096164	0
-7.580723	2.75403	0
-9.216733	-2.080136	0
-4.310114	-7.864499	0
-5.026102	7.970892	0
-0.388735	6.601157	1
3.742954	4.263674	1
0.824973	-1.762327	1
-0.383782	5.888316	1
-4.5824	2.227998	1
6.766306	-3.255071	1
-1.919132	-0.51535	1
-2.514356	-8.389516	0
-3.327387	-6.364923	1
-5.172026	-7.99679	0
-2.325213	-4.324223	1
9.048022	1.717675	0
2.303137	7.238762	0
-3.818933	-2.214948	1
-1.240377	-4.936449	1
8.835817	-6.237444	0
-7.195166	-9.366095	0
-6.217982	-1.855477	1
-1.155932	4.400556	1
-3.83921	3.868111	1
5.263824	3.064451	1
8.687611	-8.399246	0
2.660801	-5.626159	1
9.663629	-1.126382	0
-9.803624	2.432852	0
2.805855	6.436253	1
8.255352	-4.816104	0
3.725393	1.682448	1
1.159331	-7.0029	1
-9.207768	7.226812	0
5.896027	-2.816572	1
1.24748	-1.781644	1
7.021202	6.277659	1
-5.883865	-8.362251	0
-7.431382	-5.814113	0
8.148259	6.055944	0
-8.859411	8.775431	0
9.173236	0.367924	0
-7.770822	-6.307125	0
7.167497	-3.296063	0
4.610538	4.512566	1
2.16731	2.164643	1
3.862094	4.868124	1
-7.807011	-4.188698	0
-7.83362	-8.107859	0
-8.456125	-8.394131	0
-0.665563	-8.773592	0
2.687968	1.183925	1
4.028495	7.479953	0
4.714463	-3.931434	1
2.102628	3.679058	1
3.050618	-9.116026	0
0.097505	-1.220516	1
-6.747003	3.456693	1
-7.50706	-0.595077	0
1.391531	-1.965503	1
-3.774741	-4.055813	1
-8.442563	-1.443327	0
0.869931	-5.789476	1
0.277006	5.053583	1
-9.487876	0.787936	0
-8.093008	8.127577	0
-8.403849	-1.525419	0
6.450517	4.582547	1
4.870033	7.146165	0
0.978781	8.172812	0
6.685233	4.626676	1
-0.291104	-5.348856	1
9.208402	0.46145	0
2.612295	-3.093856	1
1.945551	9.401342	0
-2.277695	5.062036	1
8.335263	7.748635	0
5.707208	4.210808	1
1.943753	0.178136	1
-4.994805	0.498108	1
-2.713114	-8.359673	0
8.375282	-5.880252	0
7.217578	-3.159606	0
-7.301528	-2.408729	0
1.104605	-1.861997	1
-7.851252	-3.700695	0
2.772978	-4.044331	1
2.724699	-0.381661	1
8.050161	-0.285828	0
2.932272	0.869452	1
-5.998742	2.56674	1
