-9.369552	2.563891	0
-3.093917	-4.479806	1
4.746465	-1.819988	1
8.450785	-2.948322	0
-9.478965	-9.42863	0
6.024266	-2.885902	1
8.281071	1.14986	0
-2.395777	-9.646227	0
-1.78168	-0.518647	1
-5.794941	-9.527869	0
-0.502309	-1.344876	1
6.141248	-8.131168	0
-8.623423	-2.564622	0
-0.711636	7.245505	0
9.230156	6.431442	0
-6.2504	-9.461136	0
-1.75746	5.899904	1
8.472927	4.612388	0
8.274884	0.90661	0
9.031579	3.826472	0
7.260266	-1.345868	0
-4.170949	0.922497	1
2.779989	4.138621	1
-4.184338	2.265348	1
-4.875509	-1.701211	1
-4.027221	8.195178	0
2.177862	3.71012	1
-0.574481	-2.807987	1
-9.498487	-6.66616	0
-9.27854	-0.531749	0
-1.811042	5.642666	1
6.125633	8.519473	0
-0.786396	-2.423092	1
-5.399516	-3.892309	1
-6.868919	-4.742781	1
9.003713	-0.413044	0
8.703907	8.914506	0
6.54586	3.453076	1
-3.128543	-9.772717	0
-7.99352	9.325745	0
2.005666	6.317657	1
1.692117	6.593043	1
-2.482885	7.31557	0
-6.456428	3.298063	1
8.267514	2.264367	0
-4.588486	-0.250304	1
-2.215299	8.950723	0
6.649819	0.395865	1
7.701421	-9.48724	0
9.789389	-0.133225	0
2.765109	-8.084944	0
2.799983	6.10802	1
-6.918186	-6.669947	1
0.318408	7.31977	0
-1.546693	7.999903	0
1.535956	-9.422134	0
-8.788354	7.65062	0
4.963423	-1.240841	1
0.294772	3.664257	1
1.064721	2.251608	1
-0.189337	-6.114445	1
6.340082	-5.311196	1
-8.792156	-2.270663	0
-3.134429	-4.639946	1
9.491277	-5.911769	0
4.573065	5.245492	1
-3.973971	5.875282	1
-5.029056	9.743761	0
0.749878	9.359482	0
7.345314	-6.456448	0
7.399017	2.967215	0
-6.914273	6.405362	1
-6.809703	3.188792	1
-5.799364	-7.632267	0
-9.791353	8.237267	0
8.322416	0.23365	0
4.767413	-3.373066	1
6.808098	9.685777	0
-1.239381	1.012799	1
-0.075055	8.270664	0
5.515282	6.699873	1
6.198763	-2.930748	1
5.188569	-4.051517	1
1.169646	-9.068678	0
6.506777	-8.513562	0
-2.361711	-8.271316	0
-3.481777	0.120546	1
-8.537716	1.15571	0
-9.374934	6.608652	0
4.001442	1.440062	1
-0.312951	9.955972	0
-1.14523	1.869857	1
3.092841	-4.063592	1
3.14116	7.037804	1
-5.3043	6.7155	1
6.919894	1.026378	1
-0.9627	3.971866	1
6.421351	-4.345626	1
5.94154	-5.22879	1
-0.819	-5.36495	1
5.777514	6.179136	1
9.661154	-5.174449	0
-0.952736	-7.865127	0
-9.182625	-9.500595	0
-5.924006	9.561748	0
0.145117	2.748499	1
-3.396095	-3.787425	1
8.690693	-2.379117	0
-4.022037	3.950159	1
-9.124521	-0.086459	0
2.297711	1.124644	1
3.893492	-3.116682	1
2.785267	-0.24367	1
8.581318	4.088378	0
1.438461	8.985849	0
8.754442	-4.383739	0
-4.605516	0.11197	1
-1.224192	9.750986	0
-4.122744	-5.155912	1
-4.03918	9.072135	0
-0.211319	-8.05945	0
1.65205	-0.907303	1
-4.650754	1.562667	1
4.833715	1.432318	1
5.696768	-9.866268	0
4.160937	9.761208	0
0.037642	-5.325048	1
1.287659	-5.28825	1
-5.846069	4.037061	1
-5.900813	-4.263866	1
8.651766	8.261335	0
-6.899246	-4.503143	1
-4.292187	4.194176	1
2.059209	3.078346	1
5.436682	2.983148	1
2.130697	1.264007	1
-8.088439	-4.482234	0
5.724704	1.37929	1
-4.548972	6.490261	1
-8.171183	7.58705	0
-5.674318	7.29271	0
1.864277	0.242338	1
2.941072	-0.967097	1
-6.365928	2.000619	1
8.131519	6.283357	0
-1.69412	1.6895	1
1.20882	-3.986322	1
-0.211917	-2.312672	1
4.749091	6.445354	1
3.676912	-3.724779	1
7.865701	0.324103	0
-6.901709	-0.772358	1
-8.727416	1.943083	0
7.937922	-2.829757	0
6.112358	9.170953	0
7.469783	7.701059	0
-6.681909	1.694651	1
-7.770711	5.230165	0
-5.635963	-3.529998	1
3.793586	7.252314	0
8.959482	4.629466	0
-3.587103	7.978502	0
2.996667	-0.29282	1
-1.068519	8.350733	0
7.91627	-2.61476	0
-0.889	-7.646469	0
2.517721	-7.541373	0
5.154344	-4.603229	1
-8.714745	-0.967736	0
-3.665365	-7.791032	0
-3.8587	-1.633504	1
-1.84814	-0.405612	1
7.573004	-6.011039	0
2.150868	-7.501661	0
-0.790654	-8.761148	0
-9.873264	-4.482988	0
-8.629848	8.79613	0
5.571884	9.180695	0
-5.566929	2.416084	1
1.130701	6.260645	1
7.090509	-8.375838	0
8.894172	-5.375135	0
5.865795	-2.2507	1
0.866523	9.83721	0
3.249847	2.146645	1
-7.297797	0.326061	0
9.711595	3.428085	0
-1.231289	8.553051	0
-5.006774	6.421238	1
2.938167	9.624381	0
8.253813	8.44774	0
-4.491877	9.146805	0
-6.027283	4.757164	1
-1.077182	-4.257544	1
1.828351	8.843035	0
-9.388341	-1.518405	0
5.295632	2.366212	1
-1.402109	-2.357552	1
1.5145	-9.868532	0
-8.513188	-8.755932	0
4.691741	-6.893642	1
-5.651461	5.983278	1
6.504252	7.615596	0
-3.324278	0.756079	1
-1.743614	-6.69329	1
